minutes,timestamp,asi,vsi,pitchAngle,densityAltitude
0.0,486458099,30.399568034557234,186,,-717.5200000000001
0.0,486458099,,,3.7,
0.03333333333333333,486458100,,,0.8,
0.03333333333333333,486458100,34.71922246220302,44,,-720.0
0.03333333333333333,486458100,,,-1.7,
0.03333333333333333,486458100,42.54859611231102,-2,,-720.0
0.06666666666666667,486458102,,,-2.2,
0.06666666666666667,486458102,46.92224622030237,111,,-603.72
0.06666666666666667,486458102,,,-2.0,
0.1,486458105,52.96976241900647,38,,-593.8000000000001
0.1,486458105,,,-2.3,
0.1,486458105,59.93520518358531,84,,-713.8000000000001
0.13333333333333333,486458106,,,-3.1,
0.13333333333333333,486458106,66.03671706263499,79,,-590.08
0.13333333333333333,486458106,,,-3.3,
0.13333333333333333,486458106,70.35637149028078,109,,-585.1200000000001
0.16666666666666666,486458112,,,-2.6,
0.16666666666666666,486458112,74.73002159827215,70,,-587.6
0.16666666666666666,486458112,,,-1.3,
0.2,486458114,79.04967602591793,18,,-597.5200000000001
0.2,486458114,,,-0.9,
0.2,486458114,,,2.8,
0.2,486458114,83.36933045356372,-162,,-597.5200000000001
0.25,486458116,,,4.3,
0.25,486458116,86.87904967602591,455,,-567.76
0.25,486458116,,,5.4,
0.25,486458116,87.74298056155507,730,,-544.2
0.26666666666666666,486458119,,,6.2,
0.26666666666666666,486458119,87.74298056155507,1136,,-508.24
0.26666666666666666,486458119,,,7.2,
0.3,486458121,88.60691144708423,1228,,-482.20000000000005
0.3,486458121,,,7.7,
0.3,486458121,88.60691144708423,1313,,-448.72
0.31666666666666665,486458122,,,7.1,
0.31666666666666665,486458122,89.47084233261339,1476,,-409.03999999999996
0.31666666666666665,486458122,,,6.5,
0.36666666666666664,486458125,89.47084233261339,1378,,-387.9599999999999
0.36666666666666664,486458125,,,7.4,
0.36666666666666664,486458125,91.1987041036717,1388,,-353.24
0.36666666666666664,486458125,,,5.9,
0.4,486458127,,,5.6,
0.4,486458127,92.92656587473002,1147,,-334.6399999999999
0.4,486458127,,,4.9,
0.4,486458127,94.7084233261339,1251,,-304.8800000000001
0.43333333333333335,486458129,,,5.2,
0.43333333333333335,486458129,96.43628509719221,945,,-283.80000000000007
0.4666666666666667,486458130,,,5.3,
0.4666666666666667,486458130,99.89200863930884,1292,,-251.56000000000006
0.4666666666666667,486458130,,,4.6,
0.4666666666666667,486458130,101.61987041036716,1420,,-226.76
0.5,486458132,,,5.2,
0.5,486458132,103.40172786177106,1177,,-198.24
0.5,486458132,,,3.7,
0.5,486458132,103.40172786177106,1282,,-173.43999999999994
0.5333333333333333,486458134,,,4.5,
0.5333333333333333,486458134,101.61987041036716,883,,-161.03999999999996
0.55,486458136,,,5.0,
0.55,486458136,105.12958963282938,1290,,-130.04000000000008
0.55,486458136,,,4.9,
0.5833333333333334,486458138,,,4.2,
0.5833333333333334,486458138,108.58531317494601,1575,,-81.67999999999995
0.5833333333333334,486458138,,,5.4,
0.5833333333333334,486458138,111.17710583153348,1843,,-27.12000000000006
0.6166666666666667,486458140,,,6.3,
0.6166666666666667,486458140,111.17710583153348,1640,,13.800000000000011
0.6166666666666667,486458140,,,5.3,
0.65,486458142,109.44924406047517,1752,,57.200000000000045
0.65,486458142,,,6.1,
0.65,486458142,106.8574514038877,1800,,84.4799999999999
0.65,486458142,,,7.5,
0.6833333333333333,486458144,107.72138228941685,2170,,151.43999999999994
0.6833333333333333,486458144,,,8.6,
0.6833333333333333,486458144,105.99352051835854,1956,,187.39999999999998
0.6833333333333333,486458144,,,8.8,
0.7333333333333333,486458146,105.12958963282938,1768,,224.60000000000002
0.7333333333333333,486458146,,,7.6,
0.7333333333333333,486458146,102.53779697624188,1644,,254.36
0.7333333333333333,486458146,,,8.9,
0.7666666666666667,486458149,,,8.7,
0.7666666666666667,486458149,102.53779697624188,1611,,291.56000000000006
0.7666666666666667,486458149,,,9.1,
0.7666666666666667,486458149,102.53779697624188,1486,,320.08
0.8,486458151,,,8.1,
0.8,486458151,100.755939524838,1311,,349.84000000000003
0.8,486458151,,,8.8,
0.8333333333333334,486458153,101.61987041036716,1724,,398.19999999999993
0.8333333333333334,486458153,,,9.3,
0.8333333333333334,486458153,100.755939524838,1325,,413.08000000000004
0.8333333333333334,486458153,,,8.5,
0.8666666666666667,486458155,100.755939524838,1563,,455.24
0.8666666666666667,486458155,,,7.6,
0.8666666666666667,486458155,100.755939524838,1817,,387.31999999999994
0.9,486458157,,,6.7,
0.9,486458157,99.02807775377968,1029,,386.0800000000001
0.9,486458157,,,9.8,
0.9,486458157,99.89200863930884,1391,,424.52
0.9333333333333333,486458159,,,8.3,
0.9333333333333333,486458159,96.43628509719221,1761,,471.6400000000001
0.9333333333333333,486458159,,,8.1,
0.9666666666666667,486458161,,,6.8,
0.9666666666666667,486458161,94.7084233261339,1353,,498.9199999999999
0.9666666666666667,486458161,,,8.6,
0.9666666666666667,486458161,97.30021598272137,1827,,552.24
1.0,486458163,,,9.5,
1.0,486458163,97.30021598272137,1527,,577.0400000000001
1.0,486458163,,,8.6,
1.0333333333333334,486458164,94.7084233261339,1418,,608.04
1.0333333333333334,486458164,,,8.5,
1.0333333333333334,486458164,96.43628509719221,1600,,650.2
1.0333333333333334,486458164,,,8.8,
1.05,486458167,94.7084233261339,1377,,677.48
1.05,486458167,,,8.8,
1.1,486458169,97.30021598272137,1191,,706.0000000000001
1.1,486458169,,,8.4,
1.1,486458169,96.43628509719221,985,,729.5600000000002
1.1,486458169,,,7.7,
1.1333333333333333,486458171,,,7.8,
1.1333333333333333,486458171,98.16414686825053,1162,,756.8399999999999
1.1333333333333333,486458171,,,7.1,
1.1333333333333333,486458171,98.16414686825053,1214,,784.12
1.1666666666666667,486458177,,,5.9,
1.1666666666666667,486458177,99.02807775377968,1254,,812.6399999999999
1.1666666666666667,486458177,,,5.6,
1.2,486458179,97.30021598272137,1078,,832.48
1.2,486458179,,,5.9,
1.2,486458179,99.02807775377968,1010,,853.5600000000001
1.2,486458179,,,4.5,
1.2333333333333334,486458181,99.02807775377968,1089,,877.1200000000001
1.2333333333333334,486458181,,,4.7,
1.2333333333333334,486458181,99.89200863930884,990,,904.4000000000001
1.2333333333333334,486458181,,,4.1,
1.2666666666666666,486458183,100.755939524838,1052,,801.76
1.2666666666666666,486458183,,,4.5,
1.2666666666666666,486458183,102.53779697624188,979,,825.3199999999999
1.3,486458185,,,3.7,
1.3,486458185,100.755939524838,641,,829.04
1.3,486458185,,,4.2,
1.3,486458185,,,5.8,
1.3333333333333333,486458187,102.53779697624188,1021,,868.72
1.3333333333333333,486458187,,,5.4,
1.3333333333333333,486458187,102.53779697624188,1094,,894.76
1.3833333333333333,486458189,,,4.4,
1.3833333333333333,486458189,105.12958963282938,1292,,928.24
1.3833333333333333,486458189,,,4.2,
1.3833333333333333,486458189,102.53779697624188,949,,939.4000000000001
1.4,486458191,,,5.9,
1.4,486458191,105.12958963282938,1196,,971.6400000000001
1.4,486458191,,,5.2,
1.45,486458193,104.26565874730022,1246,,1003.88
1.45,486458193,,,4.3,
1.45,486458193,105.99352051835854,1149,,1023.72
1.45,486458193,,,2.1,
1.4833333333333334,486458195,105.12958963282938,1411,,1064.6399999999999
1.4833333333333334,486458195,,,3.4,
1.4833333333333334,486458195,105.12958963282938,900,,1068.36
1.4833333333333334,486458195,,,3.1,
1.5166666666666666,486458197,100.755939524838,491,,1065.88
1.5166666666666666,486458197,,,2.1,
1.5166666666666666,486458197,103.40172786177106,713,,1088.1999999999998
1.5166666666666666,486458197,,,2.0,
1.5666666666666667,486458200,,,1.9,
1.5666666666666667,486458200,105.99352051835854,1112,,1130.3600000000001
1.5666666666666667,486458200,,,2.6,
1.5666666666666667,486458200,105.12958963282938,860,,1141.52
1.5833333333333333,486458202,,,2.5,
1.5833333333333333,486458202,108.58531317494601,1177,,1175.0
1.5833333333333333,486458202,,,1.7,
1.6166666666666667,486458204,109.44924406047517,1154,,1198.56
1.6166666666666667,486458204,,,1.6,
1.6166666666666667,486458204,108.58531317494601,603,,1206.0
1.6666666666666667,486458206,,,1.9,
1.6666666666666667,486458206,109.44924406047517,603,,1218.4
1.6666666666666667,486458206,,,2.4,
1.6666666666666667,486458206,106.8574514038877,229,,1093.44
1.6833333333333333,486458208,,,2.0,
1.6833333333333333,486458208,109.44924406047517,668,,1124.44
1.6833333333333333,486458208,,,1.7,
1.6833333333333333,486458208,,,1.8,
1.7333333333333334,486458210,108.58531317494601,651,,1129.4
1.7333333333333334,486458210,,,1.9,
1.7333333333333334,486458210,107.72138228941685,393,,1133.12
1.7666666666666666,486458212,,,1.2,
1.7666666666666666,486458212,112.0950323974082,716,,1160.4
1.7666666666666666,486458212,,,1.5,
1.7666666666666666,486458212,111.17710583153348,592,,1172.8
1.7833333333333334,486458214,,,0.4,
1.7833333333333334,486458214,110.31317494600432,1134,,1206.28
1.7833333333333334,486458214,,,1.6,
1.8333333333333333,486458217,108.58531317494601,459,,1197.6
1.8333333333333333,486458217,,,2.5,
1.8333333333333333,486458217,106.8574514038877,625,,1228.6
1.8333333333333333,486458217,,,-0.1,
1.8666666666666667,486458218,,,-1.2,
1.8666666666666667,486458218,109.44924406047517,1120,,1262.08
1.8666666666666667,486458218,,,-1.5,
