minutes,timestamp,asi,vsi,pAltitude,cht
0.0,485950808,38.22894168466523,174,332,
0.0,485950808,,,,"[230.0, 239.0, 267.8, 239.0]"
0.0,485950808,46.92224622030237,91,330,
0.0,485950808,38.22894168466523,174,332,
0.0,485950808,,,,"[230.0, 239.0, 267.8, 239.0]"
0.0,485950808,46.92224622030237,91,330,
0.06666666666666667,485950812,61.663066954643625,96,332,
0.06666666666666667,485950812,,,,"[231.8, 246.2, 276.8, 240.8]"
0.06666666666666667,485950812,61.663066954643625,96,332,
0.06666666666666667,485950812,,,,"[231.8, 246.2, 276.8, 240.8]"
0.15,485950816,,,,"[237.2, 249.8, 282.2, 240.8]"
0.15,485950816,77.32181425485962,-47,332,
0.15,485950816,,,,"[240.8, 246.2, 285.8, 246.2]"
0.15,485950816,78.18574514038878,-229,326,
0.15,485950816,,,,"[237.2, 249.8, 282.2, 240.8]"
0.15,485950816,77.32181425485962,-47,332,
0.15,485950816,,,,"[240.8, 246.2, 285.8, 246.2]"
0.15,485950816,78.18574514038878,-229,326,
0.2,485950821,88.60691144708423,326,345,
0.2,485950821,89.47084233261339,621,362,
0.2,485950821,,,,"[246.2, 257.0, 289.4, 249.8]"
0.2,485950821,88.60691144708423,326,345,
0.2,485950821,89.47084233261339,621,362,
0.2,485950821,,,,"[246.2, 257.0, 289.4, 249.8]"
0.26666666666666666,485950824,,,,"[244.4, 260.6, 291.2, 251.6]"
0.26666666666666666,485950824,93.84449244060474,1242,426,
0.26666666666666666,485950824,,,,"[248.0, 258.8, 294.8, 253.4]"
0.26666666666666666,485950824,93.84449244060474,1242,426,
0.26666666666666666,485950824,,,,"[248.0, 258.8, 294.8, 253.4]"
0.3333333333333333,485950829,,,,"[246.2, 260.6, 300.2, 255.2]"
0.3333333333333333,485950829,96.43628509719221,1554,534,
0.3333333333333333,485950829,,,,"[253.4, 264.2, 296.6, 253.4]"
0.38333333333333336,485950831,94.7084233261339,1624,563,
0.38333333333333336,485950831,,,,"[251.6, 264.2, 296.6, 255.2]"
0.38333333333333336,485950831,92.92656587473002,1406,586,
0.38333333333333336,485950831,94.7084233261339,1624,563,
0.38333333333333336,485950831,,,,"[251.6, 264.2, 296.6, 255.2]"
0.38333333333333336,485950831,92.92656587473002,1406,586,
0.43333333333333335,485950835,,,,"[264.2, 266.0, 309.2, 262.4]"
0.43333333333333335,485950835,92.92656587473002,1504,672,
0.43333333333333335,485950835,,,,"[264.2, 266.0, 309.2, 262.4]"
0.43333333333333335,485950835,92.92656587473002,1504,672,
0.5166666666666667,485950839,95.57235421166305,1367,733,
0.5166666666666667,485950839,,,,"[262.4, 267.8, 311.0, 257.0]"
0.5166666666666667,485950839,94.7084233261339,866,737,
0.55,485950841,93.84449244060474,1241,767,
0.55,485950841,,,,"[266.0, 269.6, 314.6, 264.2]"
0.55,485950841,98.16414686825053,1227,791,
0.55,485950841,93.84449244060474,1241,767,
0.55,485950841,,,,"[266.0, 269.6, 314.6, 264.2]"
0.55,485950841,98.16414686825053,1227,791,
0.6,485950849,99.02807775377968,1661,866,
0.6,485950849,,,,"[271.4, 275.0, 318.2, 266.0]"
0.6,485950849,99.02807775377968,1661,866,
0.6,485950849,,,,"[271.4, 275.0, 318.2, 266.0]"
0.6833333333333333,485950854,100.755939524838,1504,940,
0.6833333333333333,485950854,,,,"[271.4, 278.6, 320.0, 266.0]"
0.6833333333333333,485950854,,,,"[275.0, 276.8, 323.6, 266.0]"
0.6833333333333333,485950854,98.16414686825053,1112,952,
0.7166666666666667,485950855,100.755939524838,1308,974,
0.7166666666666667,485950855,,,,"[280.4, 278.6, 327.2, 267.8]"
0.7166666666666667,485950855,101.61987041036716,1205,993,
0.7166666666666667,485950855,,,,"[280.4, 278.6, 327.2, 267.8]"
0.7166666666666667,485950855,101.61987041036716,1205,993,
0.7833333333333333,485950859,99.89200863930884,1197,1038,
0.7833333333333333,485950859,,,,"[280.4, 280.4, 327.2, 269.6]"
0.7833333333333333,485950859,101.61987041036716,1096,1062,
0.7833333333333333,485950859,99.89200863930884,1197,1038,
0.7833333333333333,485950859,,,,"[280.4, 280.4, 327.2, 269.6]"
0.7833333333333333,485950859,101.61987041036716,1096,1062,
0.85,485950863,103.40172786177106,1198,1135,
0.85,485950863,,,,"[280.4, 282.2, 332.6, 267.8]"
0.8833333333333333,485950866,,,,"[284.0, 280.4, 334.4, 271.4]"
0.8833333333333333,485950866,105.12958963282938,1207,1156,
0.8833333333333333,485950866,106.8574514038877,1432,1186,
0.8833333333333333,485950866,,,,"[282.2, 282.2, 336.2, 269.6]"
0.8833333333333333,485950866,,,,"[284.0, 280.4, 334.4, 271.4]"
0.8833333333333333,485950866,105.12958963282938,1207,1156,
0.8833333333333333,485950866,106.8574514038877,1432,1186,
0.8833333333333333,485950866,,,,"[282.2, 282.2, 336.2, 269.6]"
0.95,485950869,,,,"[285.8, 285.8, 338.0, 269.6]"
0.95,485950869,104.26565874730022,943,1230,
0.95,485950869,,,,"[289.4, 285.8, 338.0, 275.0]"
0.95,485950869,,,,"[285.8, 285.8, 338.0, 269.6]"
0.95,485950869,104.26565874730022,943,1230,
0.95,485950869,,,,"[289.4, 285.8, 338.0, 275.0]"
1.0333333333333334,485950874,,,,"[291.2, 289.4, 343.4, 271.4]"
1.0333333333333334,485950874,112.95896328293736,959,1282,
1.0333333333333334,485950874,112.0950323974082,720,1293,
1.0333333333333334,485950874,112.95896328293736,959,1282,
1.0333333333333334,485950874,112.0950323974082,720,1293,
1.0833333333333333,485950878,,,,"[285.8, 291.2, 341.6, 271.4]"
1.0833333333333333,485950878,112.0950323974082,1083,1351,
1.0833333333333333,485950878,,,,"[285.8, 291.2, 341.6, 271.4]"
1.0833333333333333,485950878,112.0950323974082,1083,1351,
1.1666666666666667,485950881,,,,"[291.2, 293.0, 350.6, 276.8]"
1.1666666666666667,485950881,114.68682505399568,1203,1412,
1.1666666666666667,485950881,113.82289416846652,1088,1431,
1.1833333333333333,485950883,,,,"[296.6, 293.0, 354.2, 280.4]"
1.1833333333333333,485950883,113.82289416846652,908,1434,
1.1833333333333333,485950883,,,,"[293.0, 293.0, 350.6, 271.4]"
1.1833333333333333,485950883,113.82289416846652,908,1434,
1.1833333333333333,485950883,,,,"[293.0, 293.0, 350.6, 271.4]"
1.2333333333333334,485950888,115.55075593952483,585,1472,
1.2333333333333334,485950888,,,,"[291.2, 293.0, 354.2, 280.4]"
1.2333333333333334,485950888,115.55075593952483,585,1472,
1.2333333333333334,485950888,,,,"[291.2, 293.0, 354.2, 280.4]"
1.3166666666666667,485950892,,,,"[291.2, 293.0, 357.8, 276.8]"
1.3166666666666667,485950892,120.73434125269978,357,1474,
1.3166666666666667,485950892,,,,"[294.8, 294.8, 357.8, 280.4]"
1.35,485950894,120.73434125269978,83,1468,
1.35,485950894,123.38012958963282,161,1480,
1.35,485950894,,,,"[294.8, 294.8, 357.8, 280.4]"
1.35,485950894,120.73434125269978,83,1468,
1.35,485950894,123.38012958963282,161,1480,
1.4333333333333333,485950898,,,,"[294.8, 294.8, 359.6, 280.4]"
1.4333333333333333,485950898,127.6997840172786,596,1496,
1.4333333333333333,485950898,126.83585313174945,103,1480,
1.4333333333333333,485950898,126.83585313174945,71,1477,
1.4333333333333333,485950898,,,,"[294.8, 294.8, 359.6, 280.4]"
1.4333333333333333,485950898,127.6997840172786,596,1496,
1.4333333333333333,485950898,126.83585313174945,103,1480,
1.5,485950902,126.83585313174945,361,1495,
1.5,485950902,,,,"[300.2, 294.8, 361.4, 278.6]"
1.5,485950902,127.6997840172786,159,1501,
1.5,485950902,,,,"[294.8, 294.8, 365.0, 276.8]"
1.5166666666666666,485950904,127.6997840172786,434,1510,
1.5166666666666666,485950904,127.6997840172786,434,1510,
1.6,485950912,132.93736501079914,574,1529,
1.6,485950912,,,,"[303.8, 293.0, 370.4, 282.2]"
1.6,485950912,131.20950323974083,190,1521,
1.6,485950912,132.93736501079914,574,1529,
1.6,485950912,,,,"[303.8, 293.0, 370.4, 282.2]"
1.6,485950912,131.20950323974083,190,1521,
1.65,485950916,132.93736501079914,189,1546,
1.65,485950916,,,,"[300.2, 294.8, 370.4, 282.2]"
1.65,485950916,,,,"[296.6, 296.6, 368.6, 282.2]"
1.65,485950916,132.93736501079914,189,1546,
1.65,485950916,,,,"[300.2, 294.8, 370.4, 282.2]"
1.65,485950916,,,,"[296.6, 296.6, 368.6, 282.2]"
1.7333333333333334,485950920,129.42764578833692,-96,1543,
1.7333333333333334,485950920,,,,"[294.8, 298.4, 368.6, 282.2]"
1.7333333333333334,485950920,130.34557235421167,-151,1539,
1.7333333333333334,485950920,129.42764578833692,-96,1543,
