minutes,timestamp,hour,minute,second,asi,vsi
0.0,485957362,17,59,52,0.0,275
0.0,485957362,17,59,52,0.0,275
0.05,485957366,17,59,55,41.68466522678186,8
0.05,485957366,17,59,55,41.68466522678186,8
0.15,485957371,17,59,59,58.207343412526996,160
0.15,485957371,18,0,1,65.17278617710583,115
0.15,485957371,17,59,59,58.207343412526996,160
0.15,485957371,18,0,1,65.17278617710583,115
0.2,485957635,18,0,3,75.5939524838013,185
0.2,485957635,18,0,4,77.32181425485962,-16
0.2,485957635,18,0,3,75.5939524838013,185
0.2,485957635,18,0,4,77.32181425485962,-16
0.2833333333333333,485957639,18,0,8,90.33477321814254,328
0.2833333333333333,485957639,18,0,9,92.06263498920086,322
0.31666666666666665,485957641,18,0,11,94.7084233261339,834
0.31666666666666665,485957641,18,0,11,94.7084233261339,834
0.38333333333333336,485957645,18,0,14,99.02807775377968,1688
0.38333333333333336,485957645,18,0,15,99.89200863930884,1559
0.38333333333333336,485957645,18,0,14,99.02807775377968,1688
0.38333333333333336,485957645,18,0,15,99.89200863930884,1559
0.43333333333333335,485957649,18,0,18,100.755939524838,1228
0.43333333333333335,485957649,18,0,18,100.755939524838,1228
0.5166666666666667,485957653,18,0,22,104.26565874730022,1258
0.5166666666666667,485957653,18,0,23,104.26565874730022,1213
0.5166666666666667,485957653,18,0,22,104.26565874730022,1258
0.5166666666666667,485957653,18,0,23,104.26565874730022,1213
0.5666666666666667,485957657,18,0,26,106.8574514038877,1282
0.6166666666666667,485957659,18,0,28,107.72138228941685,1267
0.6166666666666667,485957659,18,0,29,107.72138228941685,1293
0.6166666666666667,485957659,18,0,29,107.72138228941685,1293
0.6666666666666666,485957663,18,0,32,106.8574514038877,1437
0.6666666666666666,485957663,18,0,32,106.8574514038877,1437
0.75,485957667,18,0,36,105.99352051835854,1360
0.75,485957667,18,0,37,105.12958963282938,1223
0.7666666666666667,485957669,18,0,38,106.8574514038877,1509
0.7666666666666667,485957669,18,0,38,106.8574514038877,1509
0.85,485957673,18,0,42,106.8574514038877,1371
0.85,485957673,18,0,43,106.8574514038877,1212
0.85,485957673,18,0,42,106.8574514038877,1371
0.85,485957673,18,0,43,106.8574514038877,1212
0.9166666666666666,485957677,18,0,47,110.31317494600432,742
0.95,485957680,18,0,48,111.17710583153348,738
0.95,485957680,18,0,49,112.0950323974082,662
0.95,485957680,18,0,48,111.17710583153348,738
0.95,485957680,18,0,49,112.0950323974082,662
1.0333333333333334,485957683,18,0,53,112.95896328293736,722
1.0333333333333334,485957683,18,0,54,111.17710583153348,353
1.0333333333333334,485957683,18,0,53,112.95896328293736,722
1.0333333333333334,485957683,18,0,54,111.17710583153348,353
1.1,485957688,18,0,56,112.0950323974082,1229
1.1,485957688,18,0,58,111.17710583153348,1017
1.1333333333333333,485957690,18,0,59,110.31317494600432,1286
1.1333333333333333,485957690,18,1,0,110.31317494600432,964
1.1333333333333333,485957690,18,0,59,110.31317494600432,1286
1.1333333333333333,485957690,18,1,0,110.31317494600432,964
1.2,485957698,18,1,3,109.44924406047517,829
1.2,485957698,18,1,4,110.31317494600432,891
1.2,485957698,18,1,3,109.44924406047517,829
1.2,485957698,18,1,4,110.31317494600432,891
1.2666666666666666,485957702,18,1,7,112.0950323974082,716
1.2666666666666666,485957702,18,1,8,111.17710583153348,493
1.3,485957704,18,1,9,112.0950323974082,708
1.3,485957704,18,1,10,111.17710583153348,726
1.3,485957704,18,1,9,112.0950323974082,708
1.3,485957704,18,1,10,111.17710583153348,726
1.3666666666666667,485957708,18,1,14,114.68682505399568,537
1.3666666666666667,485957708,18,1,14,114.68682505399568,537
1.4333333333333333,485957712,18,1,18,114.68682505399568,425
1.4666666666666666,485957714,18,1,19,113.82289416846652,406
1.4666666666666666,485957714,18,1,20,115.55075593952483,628
1.4666666666666666,485957714,18,1,19,113.82289416846652,406
1.4666666666666666,485957714,18,1,20,115.55075593952483,628
1.5166666666666666,485957718,18,1,23,116.41468682505399,337
1.5166666666666666,485957718,18,1,23,116.41468682505399,337
1.6,485957722,18,1,27,121.6522678185745,57
1.6,485957722,18,1,28,122.51619870410366,-97
1.6,485957722,18,1,27,121.6522678185745,57
1.6,485957722,18,1,28,122.51619870410366,-97
1.65,485957726,18,1,31,128.56371490280776,-92
1.65,485957726,18,1,31,128.56371490280776,-92
1.7333333333333334,485957730,18,1,36,127.6997840172786,-172
1.7666666666666666,485957732,18,1,37,127.6997840172786,5
1.7666666666666666,485957732,18,1,38,127.6997840172786,-273
1.7666666666666666,485957732,18,1,37,127.6997840172786,5
1.7666666666666666,485957732,18,1,38,127.6997840172786,-273
1.8333333333333333,485957736,18,1,41,127.6997840172786,-161
1.8333333333333333,485957736,18,1,42,125.97192224622029,-160
1.8333333333333333,485957736,18,1,41,127.6997840172786,-161
1.8333333333333333,485957736,18,1,42,125.97192224622029,-160
1.8833333333333333,485957740,18,1,45,126.83585313174945,42
1.9333333333333333,485957742,18,1,47,128.56371490280776,176
1.9333333333333333,485957742,18,1,48,126.83585313174945,-137
1.9333333333333333,485957742,18,1,47,128.56371490280776,176
1.9333333333333333,485957742,18,1,48,126.83585313174945,-137
1.9833333333333334,485957746,18,1,51,121.6522678185745,407
1.9833333333333334,485957746,18,1,51,121.6522678185745,407
2.066666666666667,485957751,18,1,55,118.1425485961123,69
2.066666666666667,485957751,18,1,56,118.1425485961123,103
2.066666666666667,485957751,18,1,55,118.1425485961123,69
2.066666666666667,485957751,18,1,56,118.1425485961123,103
2.15,485957755,18,2,0,119.00647948164146,66
2.15,485957755,18,2,1,117.27861771058315,121
2.15,485957755,18,2,0,119.00647948164146,66
2.15,485957755,18,2,1,117.27861771058315,121
2.216666666666667,485957763,18,2,4,115.55075593952483,68
2.216666666666667,485957763,18,2,5,116.41468682505399,251
2.2333333333333334,485957765,18,2,6,115.55075593952483,501
2.2333333333333334,485957765,18,2,6,115.55075593952483,501
2.316666666666667,485957769,18,2,10,113.82289416846652,180
2.316666666666667,485957769,18,2,11,113.82289416846652,262
2.316666666666667,485957769,18,2,10,113.82289416846652,180
2.316666666666667,485957769,18,2,11,113.82289416846652,262
2.3833333333333333,485957773,18,2,14,114.68682505399568,221
2.3833333333333333,485957773,18,2,15,113.82289416846652,179
2.4,485957775,18,2,16,113.82289416846652,233
2.4,485957775,18,2,16,113.82289416846652,233
2.4833333333333334,485957779,18,2,20,113.82289416846652,270
2.4833333333333334,485957779,18,2,21,112.95896328293736,221
2.4833333333333334,485957779,18,2,20,113.82289416846652,270
2.4833333333333334,485957779,18,2,21,112.95896328293736,221
2.533333333333333,485957783,18,2,24,112.95896328293736,375
2.5833333333333335,485957785,18,2,26,112.0950323974082,430
2.5833333333333335,485957785,18,2,27,112.95896328293736,281
2.5833333333333335,485957785,18,2,26,112.0950323974082,430
2.5833333333333335,485957785,18,2,27,112.95896328293736,281
2.6333333333333333,485957789,18,2,30,112.0950323974082,197
2.6333333333333333,485957789,18,2,30,112.0950323974082,197
2.716666666666667,485957793,18,2,34,112.0950323974082,356
2.716666666666667,485957793,18,2,35,112.0950323974082,415
2.75,485957795,18,2,37,112.95896328293736,435
2.75,485957795,18,2,37,112.95896328293736,435
2.8,485957799,18,2,40,113.82289416846652,497
2.8,485957799,18,2,40,113.82289416846652,497
2.8833333333333333,485957803,18,2,44,114.68682505399568,229
2.8833333333333333,485957803,18,2,45,115.55075593952483,175
2.9,485957805,18,2,46,115.55075593952483,177
2.9,485957805,18,2,46,115.55075593952483,177
2.966666666666667,485957809,18,2,50,115.55075593952483,188
2.966666666666667,485957809,18,2,50,115.55075593952483,188
3.05,485957813,18,2,53,112.0950323974082,207
3.05,485957813,18,2,55,112.0950323974082,316
3.0833333333333335,485957815,18,2,56,112.95896328293736,730
3.0833333333333335,485957815,18,2,57,111.17710583153348,764
