minutes,timestamp,gps,gpsCapability,satsTracked
0.0,485957362,3,30,10
0.0,485957362,3,30,10
0.0,485957362,3,30,10
0.0,485957362,3,30,10
0.05,485957366,3,30,11
0.05,485957366,3,30,11
0.15,485957371,3,30,11
0.15,485957371,3,30,11
0.2,485957635,3,30,11
0.2,485957635,3,30,11
0.2833333333333333,485957639,3,30,11
0.2833333333333333,485957639,3,30,11
0.31666666666666665,485957641,3,30,11
0.31666666666666665,485957641,3,30,11
0.38333333333333336,485957645,3,30,11
0.38333333333333336,485957645,3,30,11
0.43333333333333335,485957649,3,30,11
0.43333333333333335,485957649,3,30,11
0.43333333333333335,485957649,3,30,11
0.43333333333333335,485957649,3,30,11
0.5166666666666667,485957653,3,30,11
0.5166666666666667,485957653,3,30,11
0.5166666666666667,485957653,3,30,11
0.5166666666666667,485957653,3,30,11
0.5666666666666667,485957657,3,30,11
0.6166666666666667,485957659,3,30,11
0.6166666666666667,485957659,3,30,11
0.6666666666666666,485957663,3,30,11
0.6666666666666666,485957663,3,30,11
0.6666666666666666,485957663,3,30,11
0.6666666666666666,485957663,3,30,11
0.75,485957667,3,30,11
0.7666666666666667,485957669,3,30,11
0.7666666666666667,485957669,3,30,11
0.7666666666666667,485957669,3,30,11
0.7666666666666667,485957669,3,30,11
0.85,485957673,3,30,11
0.85,485957673,3,30,11
0.9166666666666666,485957677,3,30,11
0.9166666666666666,485957677,3,30,11
0.95,485957680,3,30,10
0.95,485957680,3,30,10
1.0333333333333334,485957683,3,30,10
1.0333333333333334,485957683,3,30,10
1.1,485957688,3,30,11
1.1,485957688,3,30,11
1.1333333333333333,485957690,3,30,11
1.1333333333333333,485957690,3,30,11
1.1333333333333333,485957690,3,30,11
1.1333333333333333,485957690,3,30,11
1.2,485957698,3,30,11
1.2,485957698,3,30,11
1.2666666666666666,485957702,3,30,11
1.2666666666666666,485957702,3,30,11
1.3,485957704,3,30,11
1.3,485957704,3,30,11
1.3,485957704,3,30,11
1.3,485957704,3,30,11
1.3666666666666667,485957708,3,30,11
1.3666666666666667,485957708,3,30,11
1.3666666666666667,485957708,3,30,11
1.3666666666666667,485957708,3,30,11
1.4333333333333333,485957712,3,30,11
1.4333333333333333,485957712,3,30,11
1.4666666666666666,485957714,3,30,11
1.4666666666666666,485957714,3,30,11
1.4666666666666666,485957714,3,30,11
1.4666666666666666,485957714,3,30,11
1.5166666666666666,485957718,3,30,11
1.5166666666666666,485957718,3,30,11
1.6,485957722,3,30,11
1.6,485957722,3,30,11
1.6,485957722,3,30,11
1.6,485957722,3,30,11
1.65,485957726,3,30,11
1.65,485957726,3,30,11
1.65,485957726,3,30,11
