minutes,timestamp,gps,gpsCapability,satsTracked
0.0,485952797,3,30,13
0.0,485952797,3,30,13
0.0,485952797,3,30,13
0.05,485952801,3,30,13
0.05,485952801,3,30,13
0.11666666666666667,485952805,3,30,13
0.11666666666666667,485952805,3,30,13
0.16666666666666666,485952807,3,30,13
0.16666666666666666,485952807,3,30,13
0.16666666666666666,485952807,3,30,13
0.16666666666666666,485952807,3,30,13
0.21666666666666667,485952811,3,30,13
0.21666666666666667,485952811,3,30,13
0.3,485952815,3,30,13
0.3,485952815,3,30,13
0.3333333333333333,485952817,3,30,13
0.3333333333333333,485952817,3,30,13
0.3333333333333333,485952817,3,30,13
0.3333333333333333,485952817,3,30,13
0.4,485952821,3,30,13
0.4,485952821,3,30,13
0.4,485952821,3,30,13
0.4666666666666667,485952825,3,30,12
0.4666666666666667,485952825,3,30,13
0.5,485952827,3,30,13
0.5,485952827,3,30,13
0.55,485952836,3,30,13
0.55,485952836,3,30,13
0.55,485952836,3,30,13
0.55,485952836,3,30,13
0.6333333333333333,485952840,3,30,13
0.6333333333333333,485952840,3,30,13
0.6833333333333333,485952842,3,30,13
0.6833333333333333,485952842,3,30,13
0.7333333333333333,485952846,3,30,13
0.7333333333333333,485952846,3,30,13
0.7333333333333333,485952846,3,30,13
0.7333333333333333,485952846,3,30,13
0.8,485952850,3,30,13
0.8,485952850,3,30,13
0.85,485952852,3,30,12
0.85,485952852,3,30,12
0.9166666666666666,485952856,3,30,12
0.9166666666666666,485952856,3,30,12
0.9333333333333333,485952858,3,30,13
0.9333333333333333,485952858,3,30,13
0.9333333333333333,485952858,3,30,13
0.9333333333333333,485952858,3,30,13
1.0166666666666666,485952862,3,30,13
1.0166666666666666,485952862,3,30,13
1.0833333333333333,485952867,3,30,13
1.0833333333333333,485952867,3,30,13
1.1166666666666667,485952869,3,30,12
1.1166666666666667,485952869,3,30,13
1.1166666666666667,485952869,3,30,12
1.1166666666666667,485952869,3,30,13
1.2,485952872,3,30,12
1.2,485952872,3,30,12
1.2666666666666666,485952877,3,30,12
1.2666666666666666,485952877,3,30,12
1.2833333333333334,485952879,3,30,12
1.2833333333333334,485952879,3,30,12
1.2833333333333334,485952879,3,30,12
1.2833333333333334,485952879,3,30,12
1.35,485952883,3,30,13
1.35,485952883,3,30,13
1.4166666666666667,485952887,3,30,13
1.4166666666666667,485952887,3,30,13
1.4166666666666667,485952887,3,30,13
1.4166666666666667,485952887,3,30,13
1.5,485952891,3,30,13
1.5,485952891,3,30,12
1.5333333333333334,485952897,3,30,12
1.5333333333333334,485952897,3,30,12
1.5666666666666667,485952899,3,30,13
1.5666666666666667,485952899,3,30,13
1.65,485952903,3,30,13
1.65,485952903,3,30,13
1.65,485952903,3,30,13
1.65,485952903,3,30,13
1.7,485952907,3,30,13
1.7,485952907,3,30,13
1.75,485952909,3,30,12
1.75,485952909,3,30,12
1.75,485952909,3,30,12
1.75,485952909,3,30,12
1.8,485952914,3,30,12
1.8,485952914,3,30,12
1.8,485952914,3,30,12
1.8,485952914,3,30,12
1.8833333333333333,485952918,3,30,13
1.8833333333333333,485952918,3,30,13
1.9333333333333333,485952920,3,30,13
1.9333333333333333,485952920,3,30,13
1.9833333333333334,485952924,3,30,12
1.9833333333333334,485952924,3,30,12
2.0166666666666666,485952926,3,30,12
2.0166666666666666,485952926,3,30,12
2.05,485952928,3,30,13
2.05,485952928,3,30,13
2.1333333333333333,485952932,3,30,12
2.1333333333333333,485952932,3,30,12
2.1333333333333333,485952932,3,30,12
2.1333333333333333,485952932,3,30,12
2.2,485952937,3,30,13
2.2333333333333334,485952939,3,30,13
2.2333333333333334,485952939,3,30,13
2.2333333333333334,485952939,3,30,13
2.2333333333333334,485952939,3,30,13
2.283333333333333,485952943,3,30,13
2.283333333333333,485952943,3,30,13
2.35,485952947,3,30,12
2.35,485952947,3,30,12
2.35,485952947,3,30,12
2.35,485952947,3,30,12
2.433333333333333,485952951,3,30,13
2.433333333333333,485952951,3,30,13
2.5,485952955,3,30,13
2.5,485952955,3,30,13
2.5166666666666666,485952961,3,30,13
2.5166666666666666,485952961,3,30,13
2.5166666666666666,485952961,3,30,13
2.5166666666666666,485952961,3,30,13
2.6,485952965,3,30,12
2.6,485952965,3,30,12
2.65,485952969,3,30,13
2.65,485952969,3,30,13
2.7,485952971,3,30,13
2.7,485952971,3,30,13
2.7666666666666666,485952975,3,30,13
2.7666666666666666,485952975,3,30,13
2.7666666666666666,485952975,3,30,13
2.7666666666666666,485952975,3,30,13
2.8333333333333335,485952979,3,30,13
2.8333333333333335,485952979,3,30,13
2.8666666666666667,485952981,3,30,13
2.8666666666666667,485952981,3,30,13
2.8666666666666667,485952981,3,30,13
2.8666666666666667,485952981,3,30,13
2.9166666666666665,485952985,3,30,13
2.9166666666666665,485952985,3,30,13
3.0,485952989,3,30,13
3.0,485952989,3,30,13
3.0166666666666666,485952991,3,30,13
3.0166666666666666,485952991,3,30,13
3.0166666666666666,485952991,3,30,13
3.0166666666666666,485952991,3,30,13
3.1,485952995,3,30,13
3.1,485952995,3,30,13
3.1,485952995,3,30,13
3.1,485952995,3,30,13
3.1666666666666665,485952999,3,30,13
3.2,485953001,3,30,13
3.2,485953001,3,30,13
3.2,485953001,3,30,13
3.2,485953001,3,30,13
3.2666666666666666,485953005,3,30,13
3.2666666666666666,485953005,3,30,13
3.35,485953009,3,30,13
3.35,485953009,3,30,13
3.3666666666666667,485953011,3,30,13
3.3666666666666667,485953011,3,30,13
3.433333333333333,485953016,3,30,13
3.433333333333333,485953016,3,30,13
3.433333333333333,485953016,3,30,13
3.5166666666666666,485953024,3,30,13
3.5166666666666666,485953024,3,30,13
3.566666666666667,485953028,3,30,13
3.566666666666667,485953028,3,30,13
3.566666666666667,485953028,3,30,13
3.566666666666667,485953028,3,30,13
3.65,485953032,3,30,13
3.65,485953032,3,30,13
3.65,485953032,3,30,13
3.716666666666667,485953036,3,30,13
3.716666666666667,485953036,3,30,13
3.75,485953038,3,30,13
3.75,485953038,3,30,13
3.816666666666667,485953042,3,30,13
3.816666666666667,485953042,3,30,13
3.8666666666666667,485953046,3,30,13
3.8666666666666667,485953046,3,30,13
3.9166666666666665,485953048,3,30,13
3.9166666666666665,485953048,3,30,13
3.9166666666666665,485953048,3,30,13
3.9166666666666665,485953048,3,30,13
3.966666666666667,485953052,3,30,13
3.966666666666667,485953052,3,30,13
4.033333333333333,485953056,3,30,13
4.033333333333333,485953056,3,30,13
4.033333333333333,485953056,3,30,13
4.033333333333333,485953056,3,30,13
4.116666666666666,485953060,3,30,13
4.116666666666666,485953060,3,30,13
4.183333333333334,485953065,3,30,13
4.216666666666667,485953066,3,30,13
4.216666666666667,485953066,3,30,13
4.266666666666667,485953070,3,30,13
4.266666666666667,485953070,3,30,13
4.333333333333333,485953074,3,30,13
4.333333333333333,485953074,3,30,13
4.383333333333334,485953076,3,30,13
4.383333333333334,485953076,3,30,13
4.433333333333334,485953080,3,30,13
4.433333333333334,485953080,3,30,13
4.5,485953088,3,30,13
4.5,485953088,3,30,13
4.583333333333333,485953092,3,30,13
4.583333333333333,485953092,3,30,13
4.583333333333333,485953092,3,30,13
4.583333333333333,485953092,3,30,13
4.65,485953096,3,30,13
4.65,485953096,3,30,13
4.683333333333334,485953098,3,30,13
4.683333333333334,485953098,3,30,13
